"Nom de domaine";"Pays BE";"Departement BE";"Ville BE";"Nom BE";"Sous domaine";"Type du titulaire";"Pays titulaire";"Departement titulaire";"Domaine IDN";"Date de création";"Date de retrait du WHOIS"
abadeco-renovation.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;35;0;22-09-2016;
abadec37.fr;FR;75;PARIS;GANDI;fr;ORG;FR;37;0;08-09-2008;
abadees.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;39;0;15-08-2018;
abadeliseopablo.fr;DK;99;COPENHAGUE S;Ascio Technologies Inc. Danmark - filial af Ascio Technologies Inc. USA;fr;PERSON;FR;43;0;05-05-2014;05-06-2016
abadenn-coaching.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;FR;35;0;14-08-2020;
abadenn-conseil.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;FR;35;0;14-08-2020;
abadenn.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;FR;35;0;14-08-2020;
abadennled.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;49;0;04-12-2006;
abadennmultilingue.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;20-07-2010;
abadennou.fr;FR;13;AIX EN PROVENCE;HOSTEUR;fr;ORG;FR;29;0;09-01-2004;
abadent.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;94;0;18-05-2017;
abadev.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;64;0;12-07-2016;
abad.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;66;0;25-01-2001;
abadia-autoeditions.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;65;0;03-11-2004;
abadia-conseil.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;75;0;16-11-2006;
abadiaesteban.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;33;0;25-04-2017;
abadia.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;ORG;NL;99;0;13-09-2004;
abadia-immo.fr;FR;63;CLERMONT-FERRAND;DomRaider;fr;PERSON;FR;63;0;07-12-2009;20-08-2020
abadia-maginaria.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;87;0;23-02-2014;25-03-2018
abadiania.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;30;0;07-03-2008;
abadiapizza.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;06;0;23-09-2019;
abadi-bourse-serrurerie.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;67;0;23-05-2016;
abadi-diagnostics.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;78;0;28-11-2008;01-04-2020
abadi-diags.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;59;0;15-04-2019;
abadidonc.fr;CA;99;LAVAL (GRAND MONTREAL);PLANETHOSTER;fr;PERSON;FR;04;0;07-02-2019;
abadidon.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;77;0;12-09-2008;
abadiealuminium.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;31;0;10-01-2011;
abadie-avocat-bordeaux.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;12-07-2017;
abadieavocat.fr;FR;75;PARIS;GANDI;fr;ORG;FR;38;0;01-06-2017;29-07-2019
abadiecaroline.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;38;0;12-10-2017;
abadieclim.fr;FR;75;PARIS;LINKEO;fr;ORG;FR;64;0;28-12-2016;
abadiecoiffure.fr;FR;75;PARIS;GANDI;fr;ORG;FR;33;0;05-02-2020;
abadie-constructeur.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;31;0;22-06-2009;
abadieconstructeur.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;31;0;17-06-2020;
abadie-construction.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;31;0;17-06-2020;
abadieconstruction.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;31;0;17-06-2020;
abadieconsulting.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;13;0;29-01-2020;
abadie-entreprise-generale.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;11-02-2014;
abadie-entreprise-generale-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;05-02-2018;
abadie-entreprise-generale-lpb.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;09-04-2020;
abadie-entretien-jardin.fr;FR;75;PARIS;GANDI;fr;ORG;FR;65;0;20-01-2012;20-03-2019
abadie.fr;FR;75;PARIS;GANDI;fr;ORG;FR;97;0;05-02-2004;
abadie-fr.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;08-09-2014;
abadie-homeservices.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;64;0;31-08-2018;23-11-2019
abadie-immo.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;40;0;08-04-2013;27-06-2019
abadie-latapie.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;64;0;02-02-2005;
abadie-morant-douat-dubois-avocats.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;ORG;FR;32;0;20-05-2010;03-06-2016
abadie-morin.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;22-04-2015;24-06-2016
abadie-pascal-photo.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;77;0;04-01-2017;05-03-2019
abadie-photography.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;13;0;10-01-2018;10-03-2020
abadiepsychologue.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;64;0;03-11-2017;
abadie-renovation.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;93;0;06-04-2010;04-06-2015
abadierenovation.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;93;0;06-04-2010;05-06-2017
abadier.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;61;0;01-07-2019;
abadies.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;64;0;04-08-2010;
abadie-spa.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;06;0;28-03-2011;27-04-2018
abadie-taxi.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;94;0;17-03-2014;16-05-2015
abadietraiteur.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;65;0;28-05-2020;
abadi.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;33;0;20-10-2017;
abadigitalconsulting.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;92;0;02-05-2018;01-07-2020
abadigital.fr;CH;99;LES ACACIAS;Infomaniak Network SA;fr;PERSON;FR;92;0;11-06-2019;
abadin-marketing.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;ORG;FR;31;0;26-06-2018;28-07-2019
abadi-serrurerie-bourse.fr;FR;75;PARIS;GANDI;fr;ORG;FR;67;0;14-04-2017;
abadi-serrurerie.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;ORG;FR;67;0;26-10-2010;04-06-2016
abadis.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;26-03-2002;21-04-2019
abadistour.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;75;0;24-11-2014;25-12-2016
abado.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;17;0;14-08-2014;
abadogestion.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;02-11-2014;01-01-2016
abadoimmobilier.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;02-11-2014;
abadolocations.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;16-02-2020;
abadom.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;69;0;25-09-2017;
abadom-plomberie.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;68;0;25-05-2020;
abadon.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;37;0;10-11-2008;
abado-plomberie.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;06;0;05-07-2014;03-09-2016
abadoservices.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;16-02-2020;
abadosignature.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;02-11-2014;01-01-2016
abadosyndic.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;02-11-2014;
abadotransaction.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;02-11-2014;01-01-2016
abad-rennes.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;35;0;30-05-2006;
abadroch.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;46;0;23-04-2016;
a-bad-seed.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;77;0;20-10-2015;19-12-2019
abadson.fr;DK;99;COPENHAGUE S;Ascio Technologies Inc. Danmark - filial af Ascio Technologies Inc. USA;fr;ORG;FR;75;0;11-02-2000;21-09-2018
abadstory.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;GB;99;0;08-02-2019;
abadthing.fr;FR;75;PARIS;GANDI;fr;;;;0;25-04-2013;23-06-2014
abadvisory.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;75;0;12-07-2019;
abadydesign.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;46;0;07-01-2010;
abad2017.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;01;0;02-05-2017;01-07-2018
abad2018.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;77;0;08-09-2017;06-11-2018
abad35.fr;DE;99;HOMBURG;1API GmbH;fr;PERSON;FR;65;0;04-07-2014;31-08-2018
abad76.fr;FR;75;PARIS;GANDI;fr;ORG;FR;76;0;18-05-2017;15-07-2019
aba-echelles.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;89;0;25-06-2008;
aba-education.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;75;0;25-05-2011;24-07-2017
ab-ae.fr;FR;63;CLERMONT-FERRAND;DomRaider;fr;PERSON;FR;63;0;23-05-2009;29-09-2017
abaeis.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;31;0;29-07-2020;
aba-elearning.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;19-10-2016;
aba-electricite.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;33;0;27-06-2011;29-08-2020
aba-electronique.fr;FR;75;PARIS;GANDI;fr;ORG;FR;91;0;04-02-2000;
abaendon.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;78;0;23-04-2015;23-05-2019
abaenglish.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;DE;99;0;04-12-2013;
abaenglishworld.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;DE;99;0;30-09-2016;30-10-2018
aba-en-ligne.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;34;0;07-08-2017;06-09-2019
aba-enseigne-lumineuse-signalisation.fr;FR;75;PARIS;GANDI;fr;ORG;FR;77;0;15-01-2010;
aba-entreprise.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;75;0;18-05-2013;13-02-2020
abaete-conseil.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;75;0;16-05-2006;29-07-2016
ab-aeterno.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;33;0;20-04-2014;06-06-2015
abaeternowatches.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;ORG;IT;99;0;15-12-2014;10-12-2019
abafab.fr;DK;99;COPENHAGUE V;One.com A/S;fr;ORG;BE;99;0;15-10-2018;15-11-2019
abaf.asso.fr;FR;26;NYONS CEDEX;PRIVIANET;asso.fr;ORG;FR;75;0;17-06-2002;
aba-fermeture-fenetres-mandelieu-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;18-09-2017;15-11-2019
aba-fermeture-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;18-09-2017;15-11-2019
aba-fermeture-mandelieu.fr;FR;75;PARIS;GANDI;fr;ORG;FR;06;0;05-01-2010;
aba-fermeture-mandelieu-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;04-10-2019;
abaffi.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;95;0;25-10-2013;
abaffour.fr;FR;75;PARIS;GANDI;fr;ORG;FR;69;0;05-01-2016;05-03-2018
abaf.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;35;0;08-08-2013;
abafim.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;65;0;19-05-2004;
abafim-prestige.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;65;0;08-01-2009;
aba-finistere.fr;CH;99;LES ACACIAS;Infomaniak Network SA;fr;ORG;FR;29;0;24-03-2014;
abaflam.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;89;0;21-12-2010;21-01-2015
aba-formation.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;24-10-2016;
abaformation.fr;FR;75;PARIS;GANDI;fr;ORG;FR;06;0;09-02-2010;
aba-formations.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;FR;94;0;11-05-2016;
abaform.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;87;0;19-06-2017;18-08-2020
a-b-a.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;45;0;07-04-2017;
aba.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;01;0;23-04-1998;
aba-france.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;FR;94;0;11-05-2016;
abafrance.fr;FR;75;PARIS;GANDI;fr;ORG;FR;06;0;05-12-2008;
abafranceonline.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;19-10-2016;
aba-franche-comte.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;25;0;07-03-2012;06-05-2020
abaft-p-dhier.fr;NL;99;ZWOLLE;Realtime Register B.V.;fr;ORG;CZ;99;0;11-05-2020;
aba-gap.fr;FR;75;PARIS;GANDI;fr;ORG;FR;05;0;08-04-2016;
abagar.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;75;0;27-09-2015;
abagatelle.fr;FR;38;GRENOBLE;BUSINESS & DECISION INTERACTIVE EOLAS;fr;ORG;FR;42;0;03-10-2013;01-11-2014
abage-artisans-reunis.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;44;0;25-04-2008;
abageartisansreunis.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;44;0;15-05-2008;
abage-artisans-reunis-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;12-02-2018;12-04-2019
abage-formation.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;28-06-2017;29-08-2020
abagence.fr;DK;99;COPENHAGUE V;One.com A/S;fr;PERSON;FR;75;0;18-07-2013;01-09-2015
ab-agencement.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;01;0;19-03-2018;18-05-2019
ab-agency.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;75;0;15-10-2013;
abagency.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;75;0;14-09-2015;
abagestim.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;25-09-2018;
abage-vitrier-serrurier.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;44;0;27-01-2009;
abag.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;;;;0;18-05-2011;17-06-2014
abaglin.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;13;0;23-01-2017;
abagnale.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;63;0;22-03-2014;
abagnis.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;PERSON;FR;13;0;02-12-2019;
abago.fr;DE;99;HOMBURG;1API GmbH;fr;PERSON;FR;92;0;05-07-2009;12-03-2020
abagoo.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;76;0;20-09-2014;21-10-2016
abagritransport.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;ORG;NL;99;0;07-09-2015;
abagroalimentaire.fr;CH;99;ECUBLENS;Net4All.ch SA;fr;;;;0;08-03-2013;08-05-2014
abagroupfr.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;59;0;23-04-2009;
abahanavillas.fr;ES;99;MANACOR;Soluciones Corporativas IP, SLU;fr;ORG;ES;99;0;20-09-2013;
abahel.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;75;0;22-08-2018;24-10-2018
abahel-voyance.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;PERSON;FR;34;0;24-04-2020;
abah.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;03;0;17-07-2014;
abahia.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;12;0;19-02-2014;
abahit-immobilier.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;04-04-2012;02-06-2016
abahlam-epi.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;10-03-2015;09-05-2019
abahlam.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;23-09-2014;20-05-2019
abahli.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;38;0;05-10-2019;
abahom.fr;CH;99;LES ACACIAS;Infomaniak Network SA;fr;PERSON;FR;27;0;29-03-2018;03-04-2018
abahost.fr;FR;59;ROUBAIX;OVH;fr;ORG;CH;99;0;21-08-2020;
abahov.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;92;0;14-12-2015;
abahuchet.fr;CH;99;ECUBLENS;Net4All.ch SA;fr;ORG;FR;60;0;22-07-2010;
abah-web.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;87;0;18-01-2010;18-03-2020
abaia.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;30-01-2018;31-03-2019
abaiana.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;26-04-2017;25-06-2019
abai-btp.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;30-10-2019;
abaic-malterre.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;84;0;16-04-2009;
abaide.fr;FR;75;PARIS;GANDI;fr;ORG;FR;93;0;12-04-2018;
abaiecefenetre.fr;DK;99;COPENHAGUE S;Ascio Technologies Inc. Danmark - filial af Ascio Technologies Inc. USA;fr;ORG;FR;19;0;30-06-2016;22-03-2017
abaiecfenetre-correze.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;19;0;19-09-2014;18-11-2019
abaiecfenetre.fr;FR;75;PARIS;GANDI;fr;ORG;FR;19;0;09-02-2017;
abaiecfenetre-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;01-06-2017;30-07-2020
abaiecfenetre-lpb.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;30-05-2018;28-07-2020
abaiepose.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;26;0;13-04-2016;
a-baie-renov.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;30;0;28-05-2014;
abai.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;93;0;22-02-2013;
abaikacycles.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;62;0;02-07-2010;14-12-2017
abailard.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;94;0;27-03-2017;22-06-2020
abailar.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;44;0;28-07-2013;09-09-2019
abail.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;06;0;26-03-2011;
abaill.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;33;0;15-10-2015;14-12-2016
abailly.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;69;0;21-11-2016;20-01-2018
abaimmobilier.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;01;0;23-04-2013;
aba-info.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;17-04-2013;
abainsejour-locations.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;Anomalie;0;09-12-2016;
aba-institut.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;31;0;10-05-2020;
abaipro-deratisation-desinsectisation.fr;FR;75;PARIS;GANDI;fr;ORG;FR;13;0;20-03-2013;
abaipro.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;25-06-2020;
abair.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;fr;PERSON;FR;58;0;08-04-2014;
abairfrane.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;12-01-2014;13-03-2015
abairgroup.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;13;0;23-03-2013;
ab-airmodel.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;68;0;09-01-2017;
abaiser.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;;;;0;28-06-2006;29-07-2014
abais.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;77;0;07-11-2010;
abaisse-langue.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;92;0;22-06-2006;20-08-2018
abaisselangue.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;92;0;22-06-2006;20-08-2018
abaisserlenergie.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;21;0;09-03-2012;08-05-2014
abaiss.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;33;0;14-02-2013;
abaiss-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;13-12-2017;09-02-2019
abaita.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;75;0;21-03-2016;
abaix-plomberie.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;ORG;FR;69;0;05-12-2011;05-06-2016
abajad.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;92;0;21-05-2016;
abajoue.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;73;0;27-02-2012;09-07-2019
abajourama.fr;FR;49;ANGERS;VIADUC;fr;PERSON;FR;01;0;13-04-2013;25-05-2014
abajour.fr;FR;63;CLERMONT-FERRAND;DomRaider;fr;PERSON;FR;63;0;09-10-2014;
abakaan.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;78;0;22-02-2005;22-04-2014
abakab.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;85;0;20-05-2011;16-07-2020
abakacorsica.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;33;0;24-04-2018;
abakademie.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;28-05-2019;
abakademy.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;28-05-2019;
abaka-design.fr;NL;99;ZWOLLE;Realtime Register B.V.;fr;PERSON;FR;83;0;11-12-2013;05-03-2018
abakadesign.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;03;0;25-03-2016;
abaka-formation.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;17-06-2019;
abakaformation.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;17-06-2019;
abaka.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;29-01-2003;
abakah.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;PERSON;FR;77;0;08-06-2020;
abaka-image.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;03-05-2012;14-07-2020
abaka-management.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;17-06-2019;
abakamanagement.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;17-06-2019;
abakanforest.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;75;0;21-12-2009;
abakan.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;60;0;01-09-2011;
abaka-prod.fr;DE;99;BERLIN;CRONON AG;fr;ORG;FR;75;0;16-07-2009;
abaka-recrutement.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;17-06-2019;
abakarecrutement.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;17-06-2019;
abakar.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;PERSON;FR;12;0;16-11-2016;
abaka-rh.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;17-06-2019;
abakarh.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;17-06-2019;
abakarmanany.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;01;0;08-11-2012;
abakas.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;77;0;19-08-2008;
abaka-vaps.fr;DK;99;COPENHAGUE S;Ascio Technologies Inc. Danmark - filial af Ascio Technologies Inc. USA;fr;ORG;CH;99;0;03-12-2014;03-01-2017
abaka-votre-candidature.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;20-10-2016;
abak-be.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;85;0;07-04-2017;06-06-2018
abak-challans.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;85;0;07-04-2017;06-06-2018
abake.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;94;0;24-06-2010;
abakenergie.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;DE;99;0;14-03-2019;
abakeo.fr;FR;06;NICE;DOMAINE.FR;fr;ORG;FR;92;0;28-08-2006;30-09-2014
a-bak.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;75;0;16-01-2013;
abak.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;59;0;25-03-1998;
abak-gp.fr;FR;75;PARIS;GANDI;fr;ORG;FR;94;0;27-03-2012;
abak-groupe.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;85;0;07-04-2017;06-06-2018
abak-ingenierie.fr;FR;75;PARIS;Société Française du Radiotéléphone - SFR;fr;ORG;FR;44;0;15-12-2011;
abakka.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;22-12-2013;11-11-2019
abako.fr;FR;38;GRENOBLE;PHPNET FRANCE SARL;fr;PERSON;FR;31;0;24-09-2007;
abakom.fr;FR;35;CESSON SEVIGNE;ICODIA;fr;ORG;FR;67;0;25-06-2002;
abakom-km-informatique.fr;MC;99;MONACO;NAMEBAY;fr;ORG;FR;67;0;22-05-2017;
abakoo.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;16-09-2014;
abak-opera-fermetures.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;30-05-2008;
abakou.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;95;0;09-01-2015;09-03-2016
